0 1491754112.3453195 32.582236528396606 440 493.23636363636365 | 4.327272727272727 | 53.18710462544741
499968 1491754481.1634376 36.463048696517944 121 1738.909090909091 | 55.37190082644628 | 78.01792973190946
999936 1491754887.1000128 36.00682616233826 122 1748.655737704918 | 51.221311475409834 | 82.32895950862553
1499904 1491755295.794072 36.12218117713928 158 1356.759493670886 | 24.044303797468356 | 74.0294337137257
1999872 1491755716.2774303 36.575048208236694 125 1702.88 | 55.384 | 72.58910166916252
2499840 1491756147.3503122 38.485844373703 106 1996.7924528301887 | 79.34905660377359 | 82.33963926039152
2999808 1491756608.8420398 38.31217360496521 150 1436.8533333333332 | 29.186666666666667 | 76.72083786729867
3499776 1491757057.892224 38.13730335235596 130 1639.6307692307691 | 48.13076923076923 | 77.77965719007243
3999744 1491757528.0539517 38.289819955825806 110 1928.6909090909091 | 78.91818181818182 | 86.51256190156506
4499712 1491758004.3988101 38.517231702804565 108 1980.2222222222222 | 83.98148148148148 | 81.61157462807304
4999680 1491758484.6555097 38.77081775665283 106 2012.6037735849056 | 84.33962264150944 | 85.88893277283799
5499648 1491758971.5996974 38.75501823425293 106 1984.188679245283 | 88.22641509433963 | 87.1511123062216
5999616 1491759463.4302008 39.71345043182373 165 1287.3454545454545 | 21.381818181818183 | 68.11443747082156
6499584 1491759959.7141085 39.11319351196289 105 2008.5333333333333 | 87.00952380952381 | 85.54165922149079
6999552 1491760460.9593892 40.95664119720459 104 2020.8076923076924 | 92.52884615384616 | 90.65135432179451
7499520 1491760966.5377977 39.30881714820862 104 1996.5384615384614 | 87.23076923076923 | 86.07777616765223
7999488 1491761474.2724097 39.30112099647522 107 1981.3457943925234 | 86.41121495327103 | 86.08075127343885
8499456 1491761992.98428 41.874072313308716 107 1988.0 | 89.42056074766356 | 86.0923801486805
8999424 1491762511.402863 39.17053985595703 120 1757.8 | 74.16666666666667 | 85.84588654073916
9499392 1491763026.3560822 39.147522926330566 105 2009.0285714285715 | 90.92380952380952 | 89.57691603118283
9999360 1491763546.8895605 39.86929130554199 106 2018.1509433962265 | 92.32075471698113 | 89.48813738690417
10499328 1491764075.0571935 39.33260941505432 105 2034.7428571428572 | 91.57142857142857 | 90.8038634303573
10999296 1491764617.707031 39.39619565010071 105 2007.847619047619 | 88.79047619047618 | 91.49146298495151
11499264 1491765148.405741 39.35507345199585 110 1925.3090909090909 | 77.35454545454546 | 85.72379009791554
11999232 1491765683.873873 39.64606499671936 106 1998.6037735849056 | 89.86792452830188 | 91.08105665135696
12499200 1491766219.721512 39.41960620880127 104 2009.4615384615386 | 94.85576923076923 | 92.51043082180641
