0 1491754359.6931353 36.68842124938965 516 422.59302325581393 | 5.8023255813953485 | 50.60428709187924
499968 1491754774.3369226 39.75277376174927 316 682.9335443037975 | 6.727848101265823 | 52.594555136004324
999936 1491755194.2283866 36.718953371047974 479 455.482254697286 | 4.505219206680585 | 52.04661089732438
1499904 1491755625.478053 38.419198751449585 256 845.546875 | 9.1171875 | 59.280766644747544
1999872 1491756065.2692838 41.18953537940979 270 795.574074074074 | 11.337037037037037 | 53.24193834438432
2499840 1491756541.3147435 41.28074383735657 150 1431.5 | 26.666666666666668 | 70.40799930752678
2999808 1491757012.448054 40.99438166618347 167 1262.2694610778442 | 21.17365269461078 | 66.93561256926785
3499776 1491757506.8783946 41.54470372200012 174 1227.8218390804598 | 19.42528735632184 | 65.74191426543022
3999744 1491758001.3615694 40.270254373550415 294 739.047619047619 | 6.880952380952381 | 52.99918291658904
4499712 1491758494.276839 41.20268678665161 158 1343.4113924050632 | 19.240506329113924 | 66.3923528093095
4999680 1491758991.6563957 40.24988079071045 290 749.8379310344827 | 7.213793103448276 | 56.407477478459434
5499648 1491759496.0418556 41.88243007659912 255 841.3803921568627 | 9.929411764705883 | 55.62019305300571
5999616 1491760009.8047597 41.2841899394989 131 1618.3587786259543 | 38.900763358778626 | 72.59770549851278
6499584 1491760525.0328815 40.909478425979614 230 938.3217391304348 | 9.121739130434783 | 57.138460080837184
6999552 1491761048.3241355 41.34398174285889 202 1057.9851485148515 | 15.569306930693068 | 62.74715587215529
7499520 1491761574.228638 41.996325969696045 131 1638.7099236641222 | 40.091603053435115 | 72.76379326983529
7999488 1491762102.8654816 40.81860399246216 224 964.9821428571429 | 12.111607142857142 | 55.99028167318155
8499456 1491762635.8616157 41.52044320106506 160 1337.5875 | 23.675 | 68.0943643673776
8999424 1491763173.0136685 41.576765298843384 185 1150.2756756756758 | 15.383783783783784 | 65.58866126088888
9499392 1491763720.2000787 41.96445155143738 125 1702.928 | 54.144 | 75.21935156455706
9999360 1491764267.8298137 41.78099870681763 143 1491.4685314685314 | 33.04895104895105 | 68.43185341082611
10499328 1491764813.8810456 41.44389533996582 185 1144.7837837837837 | 14.91891891891892 | 64.49762808482703
10999296 1491765365.7683218 44.144251346588135 131 1637.9847328244275 | 44.9236641221374 | 73.94773304291164
11499264 1491765923.6164975 42.40537786483765 132 1594.6742424242425 | 40.75757575757576 | 73.24291933025239
11999232 1491766483.5300665 43.80729532241821 143 1493.0839160839162 | 33.14685314685315 | 71.85593904913071
12499200 1491767042.964942 43.227280378341675 122 1750.0409836065573 | 51.278688524590166 | 75.80569790024558
12999168 1491767607.2005718 42.69989728927612 116 1833.301724137931 | 61.01724137931034 | 77.37961498919226
13499136 1491768170.3297105 42.293575048446655 112 1859.705357142857 | 60.5 | 79.9182628685676
13999104 1491768735.0804908 42.402862787246704 117 1813.8461538461538 | 61.572649572649574 | 78.24042565847293
14499072 1491769305.5479717 42.57059097290039 134 1598.9402985074628 | 43.19402985074627 | 74.44554809413636
14999040 1491769876.0554676 42.49965238571167 117 1794.5384615384614 | 57.333333333333336 | 75.07391558876334
15499008 1491770446.9998353 42.61216998100281 125 1718.832 | 51.872 | 73.56231946944739
15998976 1491771020.0521328 42.58813142776489 123 1717.4227642276423 | 60.113821138211385 | 78.36284950172053
16498944 1491771596.08562 43.222575664520264 113 1872.9557522123894 | 72.93805309734513 | 82.79577442589012
16998912 1491772171.46796 42.91790175437927 110 1911.3363636363636 | 69.45454545454545 | 81.61429676146494
17498880 1491772748.5415182 42.04598522186279 125 1699.864 | 56.736 | 76.63849074484911
17998848 1491773328.4772081 42.0925874710083 117 1803.1025641025642 | 61.162393162393165 | 77.49593347391104
18498816 1491773910.4650853 42.42351746559143 114 1862.2368421052631 | 69.63157894736842 | 79.33008317364042
18998784 1491774503.799663 45.41982126235962 108 1961.8148148148148 | 74.79629629629629 | 82.25385332186173
